Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Audio Français,Audio Anglais,Double,Dernier Épisode Visionné,Année(s) saison,Dernière saison
L'Oiseau Noir - 03 Au jour le jour,Black Bird - 03 Hand to Mouth,2022,,E,E,E:\L'Oiseau Noir\Black.Bird.S01E03.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\L'Oiseau Noir\Black.Bird.S01E03.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
L'Oiseau Noir - 04 L'inconnue,Black Bird - 04 WhatsHerName,2022,,E,E,E:\L'Oiseau Noir\Black.Bird.S01E04.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\L'Oiseau Noir\Black.Bird.S01E04.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
L'Oiseau Noir - 05 L'endroit où je suis,Black Bird - 05 The Place I Lie,2022,,E,E,E:\L'Oiseau Noir\Black.Bird.S01E05.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\L'Oiseau Noir\Black.Bird.S01E05.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
L'Oiseau Noir - 06 Tu as promis,Black Bird - 06 You Promised,2022,,E,E,E:\L'Oiseau Noir\Black.Bird.S01E06.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\L'Oiseau Noir\Black.Bird.S01E06.MULTi.1080p.ATVP.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Monstre - L'Histoire de Jeffrey Dahmer,Dahmer Monster - The Jeffrey Dahmer Story,2022,Picture 5655,E,,,,,,,2022
Monstre - L'Histoire de Jeffrey Dahmer - 01 Pilote,Dahmer Monster - The Jeffrey Dahmer Story - 01 Pilot,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e01 Épisode Un x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 02 Ne me laisse pas,Dahmer Monster - The Jeffrey Dahmer Story - 02 Please Don't Go,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e02 Please Don't Go x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 03 Faire un Dahmer,Dahmer Monster - The Jeffrey Dahmer Story - 03 Doin' A Dahmer,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e03 Doin' A Dahmer x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 04 La Boîte d'un bon garçon,Dahmer Monster - The Jeffrey Dahmer Story - 04 The Good Boy Box,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e04 The Good Boy Box x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 05 Du sang sur les mains,Dahmer Monster - The Jeffrey Dahmer Story - 05 Blood On Their Hands,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e05 Blood On Their Hands x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 06 Passez sous silence,Dahmer Monster - The Jeffrey Dahmer Story - 06 Silenced,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e06 Silenced x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 07 Cassandre,Dahmer Monster - The Jeffrey Dahmer Story - 07 Cassandra,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e07 Cassandra x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 08 Lionel,Dahmer Monster - The Jeffrey Dahmer Story - 08 Lionel,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e08 Lionel x265-Amen.mkv,,,,,
Monstre - L'Histoire de Jeffrey Dahmer - 09 Le Croque-mitaine,Dahmer Monster - The Jeffrey Dahmer Story - 09 The Bogeyman,2022,,E,,E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e09 The Bogeyman x265-Amen.mkv,,,,,
"Monstre - L'Histoire de Jeffrey Dahmer - 10 Dieu de pardon, Dieu de vengeance","Dahmer Monster - The Jeffrey Dahmer Story - 10 God of Forgiveness, God of Vengeance",2022,,E,,"E:\Monstre - L'Histoire de Jeffrey Dahmer\Dahmer S01e10 God Of Forgiveness, God Of Vengeance x265-Amen.mkv",,,,,
FIFA - Ballon Rond et Corruption,FIFA - Uncovered,2022,Picture 5842,E,E,,,,,,2022
FIFA - Ballon Rond et Corruption - Épisode 01,FIFA - Uncovered - Episode 01,2022,,E,E,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E01_Épisode 1.mkv,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E01_Épisode 1.mkv,,,,
FIFA - Ballon Rond et Corruption - Épisode 02,FIFA - Uncovered - Episode 02,2022,,E,E,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E02_Épisode 2.mkv,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E02_Épisode 2.mkv,,,,
FIFA - Ballon Rond et Corruption - Épisode 03,FIFA - Uncovered - Episode 03,2022,,E,E,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E03_Épisode 3.mkv,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E03_Épisode 3.mkv,,,,
FIFA - Ballon Rond et Corruption - Épisode 04,FIFA - Uncovered - Episode 04,2022,,E,E,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E04_Épisode 4.mkv,E:\FIFA - Ballon Rond et Corruption\FIFA _ Ballon rond et corruption_S01E04_Épisode 4.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro,Guillermo del Toro's Cabinet of Curiosities,2022,Picture 5730,E,E,,,,,,2022
Le Cabinet de curiosités de Guillermo del Toro - 01 Le Lot 36,Guillermo del Toro's Cabinet of Curiosities - 01 Lot 36,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E01_Le lot 36.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E01_Le lot 36.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro - 02 Rats de cimetière,Guillermo del Toro's Cabinet of Curiosities - 02 Graveyard Rats,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E02_Rats de cimetière.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E02_Rats de cimetière.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro - 03 L'Autopsie,Guillermo del Toro's Cabinet of Curiosities - 03 The Autopsy,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E03_L_autopsie.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E03_L_autopsie.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro - 04 La Prison des apparences ,Guillermo del Toro's Cabinet of Curiosities - 04 The Outside,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E04_La prison des apparences.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E04_La prison des apparences.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro - 05 Le Modèle,Guillermo del Toro's Cabinet of Curiosities - 05 Pickman's Model,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E05_Le modèle.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E05_Le modèle.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro - 06 Cauchemars de passage,Guillermo del Toro's Cabinet of Curiosities - 06 Dreams in the Witch House,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E06_Cauchemars de passage.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E06_Cauchemars de passage.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro - 07 L'Exposition ,Guillermo del Toro's Cabinet of Curiosities - 07 The Viewing,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E07_L_exposition_1.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E07_L_exposition_1.mkv,,,,
Le Cabinet de curiosités de Guillermo del Toro - 08 Murmuration,Guillermo del Toro's Cabinet of Curiosities - 08 The Murmuring,2022,,E,E,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E08_Murmuration.mkv,E:\Le Cabinet de curiosités de Guillermo del Toro\Le Cabinet de curiosités de Guillermo del Toro_S01E08_Murmuration.mkv,,,,
Halo,Halo,2022,Picture 5515,E,E,,,,,,
Halo - Saison 01,Halo - Season 01,2022,,E,E,,,,,2022,
Halo - Saison 01 - 01 Contact,Halo - Season 01 - 01 Contact,2022,,E,E,E:\Halo - Saison 01\Halo.S01E01.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E01.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 02 Détachement,Halo - Season 01 - 02 Unbound,2022,,E,E,E:\Halo - Saison 01\Halo.S01E02.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E02.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 03 Apparition,Halo - Season 01 - 03 Emergence,2022,,E,E,E:\Halo - Saison 01\Halo.S01E03.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E03.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 04 Retour aux origines,Halo - Season 01 - 04 Homecoming,2022,,E,E,E:\Halo - Saison 01\Halo.S01E04.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E04.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 05 Moment de vérité,Halo - Season 01 - 05 Reckoning,2022,,E,E,E:\Halo - Saison 01\Halo.S01E05.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E05.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 06 Consolation,Halo - Season 01 - 06 Solace,2022,,E,E,E:\Halo - Saison 01\Halo.S01E06.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E06.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 07 Héritage,Halo - Season 01 - 07 Inheritance,2022,,E,E,E:\Halo - Saison 01\Halo.S01E07.REPACK.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E07.REPACK.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 08 Allégeance,Halo - Season 01 - 08 Allegiance,2022,,E,E,E:\Halo - Saison 01\Halo.S01E08.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E08.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Halo - Saison 01 - 09 Transcendance,Halo - Season 01 - 09 Transcendence,2022,,E,E,E:\Halo - Saison 01\Halo.S01E09.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,E:\Halo - Saison 01\Halo.S01E09.MULTi.1080p.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Histoire de l'Antisémitisme,Histoire de l'Antisémitisme,2022,Picture 5484,E,,,,,,2022,
Histoire de l'Antisémitisme - 01 Aux origines – 38-1144,Histoire de l'Antisémitisme - 01 Aux origines – 38-1144,2022,,E,,K:\Histoire de l'Antisémitisme\Histoire.de.l.antisémitisme.2022.S01E01.FRENCH.1080i.HDTV.Arte.H264.AC3.mkv,,,,,
Histoire de l'Antisémitisme - 02 Le temps du rejet – 1144-1791,Histoire de l'Antisémitisme - 02 Le temps du rejet – 1144-1791,2022,,E,,K:\Histoire de l'Antisémitisme\Histoire.de.l.antisémitisme.2022.S01E02.FRENCH.1080i.HDTV.Arte.H264.AC3.mkv,,,,,
Histoire de l'Antisémitisme - 03 De l'émancipation à la Shoah – 1791-1945,Histoire de l'Antisémitisme - 03 De l'émancipation à la Shoah – 1791-1945,2022,,E,,K:\Histoire de l'Antisémitisme\Histoire.de.l.antisémitisme.2022.S01E03.FRENCH.1080i.HDTV.Arte.H264.AC3.mkv,,,,,
Histoire de l'Antisémitisme - 04 Les nouveaux visages de l'antisémitisme – 1945 à nos jours,Histoire de l'Antisémitisme - 04 Les nouveaux visages de l'antisémitisme – 1945 à nos jours,2022,,E,,K:\Histoire de l'Antisémitisme\Histoire.de.l.antisémitisme.2022.S01E04.FRENCH.1080i.HDTV.Arte.H264.AC3.mkv,,,,,
La Maison du Dragon,House of the Dragon,2022,Picture 5728,E,E,,,,,,
La Maison du Dragon - Saison 01,House of the Dragon - Season 01,2022,,E,E,,,,,2022,
La Maison du Dragon - Saison 01 - 01 Les Héritiers du dragon,House of the Dragon - Season 01 - 01 The Heirs of the Dragon,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E01.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E01.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 02 Le Prince rebelle,House of the Dragon - Season 01 - 02 The Rogue Prince,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E02.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E02.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 03 Aegon le deuxième,House of the Dragon - Season 01 - 03 Second of His Name,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E03.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E03.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 04 Le Roi du détroit,House of the Dragon - Season 01 - 04 King of the Narrow Sea,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E04.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E04.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 05 Nous éclairons la voie,House of the Dragon - Season 01 - 05 We Light the Way,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E05.REPACK.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E05.REPACK.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 06 La Princesse et la Reine,House of the Dragon - Season 01 - 06 The Princess and the Queen,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E06.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E06.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 07 Lamarck,House of the Dragon - Season 01 - 07 Driftmark,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E07.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E07.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 08 Le Seigneur des marées,House of the Dragon - Season 01 - 08 The Lord of the Tides,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E08.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E08.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 09 Conseil des Verts,House of the Dragon - Season 01 - 09 The Green Council,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E09.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E09.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
La Maison du Dragon - Saison 01 - 10 La Reine noire,House of the Dragon - Season 01 - 10 The Black Queen,2022,,E,E,E:\La Maison du Dragon\House.of.the.Dragon.S01E10.FiNAL.MULTi.1080p.WEBRiP.x265-KAF.mkv,E:\La Maison du Dragon\House.of.the.Dragon.S01E10.FiNAL.MULTi.1080p.WEBRiP.x265-KAF.mkv,,,,
Keep Sweet - Prie et Tais-Toi,Keep Sweet - Pray and Obey,2022,Picture 5693,E,E,,,,,,2022
Keep Sweet - Prie et Tais-Toi - Partie 1,Keep Sweet - Pray and Obey - Part 1,2022,,E,E,K:\Keep Sweet - Prie et Tais-Toi\Partie 1.mkv,K:\Keep Sweet - Prie et Tais-Toi\Partie 1.mkv,,,,
Keep Sweet - Prie et Tais-Toi - Partie 2,Keep Sweet - Pray and Obey - Part 2,2022,,E,E,K:\Keep Sweet - Prie et Tais-Toi\Partie 2.mkv,K:\Keep Sweet - Prie et Tais-Toi\Partie 2.mkv,,,,
Keep Sweet - Prie et Tais-Toi - Partie 3,Keep Sweet - Pray and Obey - Part 3,2022,,E,E,K:\Keep Sweet - Prie et Tais-Toi\Partie 3.mkv,K:\Keep Sweet - Prie et Tais-Toi\Partie 3.mkv,,,,
Keep Sweet - Prie et Tais-Toi - Partie 4,Keep Sweet - Pray and Obey - Part 4,2022,,E,E,K:\Keep Sweet - Prie et Tais-Toi\Partie 4.mkv,K:\Keep Sweet - Prie et Tais-Toi\Partie 4.mkv,,,,
L'Escroc - L'Affaire Norbourg,L'Escroc - L'Affaire Norbourg,2022,Picture 5412,E,,,,,,,2022
L'Escroc - L'Affaire Norbourg - 01 Le scandale éclate,L'Escroc - L'Affaire Norbourg - 01 Le scandale éclate,2022,,E,,K:\L'Escroc - L'Affaire Norbourg\L'Escroc.L'Affaire.Norbourg.S01E01.DOC.2021.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Escroc - L'Affaire Norbourg - 02 Le loup dans la bergerie,L'Escroc - L'Affaire Norbourg - 02 Le loup dans la bergerie,2022,,E,,K:\L'Escroc - L'Affaire Norbourg\L'Escroc.L'Affaire.Norbourg.S01E02.DOC.2021.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Escroc - L'Affaire Norbourg - 03 L'interrogatoire,L'Escroc - L'Affaire Norbourg - 03 L'interrogatoire,2022,,E,,K:\L'Escroc - L'Affaire Norbourg\L'Escroc.L'Affaire.Norbourg.S01E03.DOC.2021.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Escroc - L'Affaire Norbourg - 04 Une sentence exemplaire,L'Escroc - L'Affaire Norbourg - 04 Une sentence exemplaire,2022,,E,,K:\L'Escroc - L'Affaire Norbourg\L'Escroc.L'Affaire.Norbourg.S01E04.DOC.2021.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Escroc - L'Affaire Norbourg - 05 Le mystère Norbourg,L'Escroc - L'Affaire Norbourg - 05 Le mystère Norbourg,2022,,E,,K:\L'Escroc - L'Affaire Norbourg\L'Escroc.L'Affaire.Norbourg.S01E05.FiNAL.DOC.2021.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Incroyable Périple de Magellan,L'Incroyable Périple de Magellan,2022,Picture 5880,E,E,,,,,,2022
L'Incroyable Périple de Magellan - 01 Le partage du monde,L'Incroyable Périple de Magellan - 01 Le partage du monde,2022,,E,E,L:\L'Incroyable Périple de Magellan\1. Le partage du monde.mkv,L:\L'Incroyable Périple de Magellan\1. Le partage du monde.mkv,,,,
L'Incroyable Périple de Magellan - 02 Voyage au bord du monde,L'Incroyable Périple de Magellan - 02 Voyage au bord du monde,2022,,E,E,L:\L'Incroyable Périple de Magellan\2. Voyage au bord du monde.mkv,L:\L'Incroyable Périple de Magellan\2. Voyage au bord du monde.mkv,,,,
L'Incroyable Périple de Magellan - 03 Le royaume de Magellan,L'Incroyable Périple de Magellan - 03 Le royaume de Magellan,2022,,E,E,L:\L'Incroyable Périple de Magellan\3. Le royaume de Magellan.mkv,L:\L'Incroyable Périple de Magellan\3. Le royaume de Magellan.mkv,,,,
L'Incroyable Périple de Magellan - 04 Le premier tour du monde,L'Incroyable Périple de Magellan - 04 Le premier tour du monde,2022,,E,E,L:\L'Incroyable Périple de Magellan\4. Le premier tour du monde.mkv,L:\L'Incroyable Périple de Magellan\4. Le premier tour du monde.mkv,,,,
L'Ordre du Temple Solaire,L'Ordre du Temple Solaire,2022,Picture 5373,D,,,,,,,2022
L'Ordre du Temple Solaire - 01 L'hécatombe,L'Ordre du Temple Solaire - 01 L'hécatombe,2022,,D,,N:\L'Ordre du Temple Solaire\L'Ordre.du.Temple.Solaire.S01E01.DOC.2022.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Ordre du Temple Solaire - 02 Sur la piste de l'OTS,L'Ordre du Temple Solaire - 02 Sur la piste de l'OTS,2022,,D,,N:\L'Ordre du Temple Solaire\L'Ordre.du.Temple.Solaire.S01E02.DOC.2022.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Ordre du Temple Solaire - 03 Dans le ventre du mal,L'Ordre du Temple Solaire - 03 Dans le ventre du mal,2022,,D,,N:\L'Ordre du Temple Solaire\L'Ordre.du.Temple.Solaire.S01E03.DOC.2022.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Ordre du Temple Solaire - 04 Rendez-vous avec l'apocalypse,L'Ordre du Temple Solaire - 04 Rendez-vous avec l'apocalypse,2022,,D,,N:\L'Ordre du Temple Solaire\L'Ordre.du.Temple.Solaire.S01E04.DOC.2022.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Ordre du Temple Solaire - 05 Le cauchemar continue,L'Ordre du Temple Solaire - 05 Le cauchemar continue,2022,,D,,N:\L'Ordre du Temple Solaire\L'Ordre.du.Temple.Solaire.S01E05.DOC.2022.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
L'Ordre du Temple Solaire - 06 Dernier transit vers Sirius,L'Ordre du Temple Solaire - 06 Dernier transit vers Sirius,2022,,D,,N:\L'Ordre du Temple Solaire\L'Ordre.du.Temple.Solaire.S01E06.FiNAL.DOC.2022.VFQ.720p.WEBrip.h264-K4u.mp4,,,,,
Seul Face à l'Abeille,Man vs. Bee,2022,Picture 5556,E,E,,,,,,2022
Seul Face à l'Abeille - Épisode 01,Man vs. Bee - Episode 01,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E01.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E01.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 02,Man vs. Bee - Episode 02,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E02.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E02.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 03,Man vs. Bee - Episode 03,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E03.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E03.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 04,Man vs. Bee - Episode 04,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E04.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E04.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 05,Man vs. Bee - Episode 05,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E05.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E05.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 06,Man vs. Bee - Episode 06,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E06.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E06.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 07,Man vs. Bee - Episode 07,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E07.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E07.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 08,Man vs. Bee - Episode 08,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E08.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E08.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Seul Face à l'Abeille - Épisode 09,Man vs. Bee - Episode 09,2022,,E,E,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E09.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,K:\Seul Face à l'Abeille\Man.vs.Bee.S01E09.MULTi.1080p.NF.WEBRip.DDP5.1.x265-R3MiX.mkv,,,,
Manuel de la vie sauvage,Manuel de la vie sauvage,2022,Picture 5486,E,,,,,,,2022
Manuel de la vie sauvage - 01 Cultivez votre haine,Manuel de la vie sauvage - 01 Cultivez votre haine,2022,,E,,E:\Manuel de la vie sauvage\Manuel.De.La.Vie.Sauvage.S01E01.FRENCH.720p.HDTV.x264-BAWLS.mkv,,,,,
Manuel de la vie sauvage - 02 Monétisez le capital humain,Manuel de la vie sauvage - 02 Monétisez le capital humain,2022,,E,,E:\Manuel de la vie sauvage\Manuel.De.La.Vie.Sauvage.S01E02.FRENCH.720p.HDTV.x264-BAWLS.mkv,,,,,
Manuel de la vie sauvage - 03 Sacrifiez vos relations,Manuel de la vie sauvage - 03 Sacrifiez vos relations,2022,,E,,E:\Manuel de la vie sauvage\Manuel.De.La.Vie.Sauvage.S01E03.FRENCH.720p.HDTV.x264-BAWLS.mkv,,,,,
