Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Act,Anim,Aven,Bio,Bonus,Com,Crime,Doc,Drame,Fant,Guer,Hist,Hor,Mus,Myst,Rom,Sc-Fi,Série,Spec,Sport,Thril,West,Note,Nombre de Voteurs,Durée,Producteur,En Vedette,Audio Français,Audio Anglais,Traité,Double,Dernier Épisode Visionné,3D,Année(s) saison,Dernière saison,Produit / Créé par,Adresse Résumé,Nouveau,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Source,Y,Film Étranger,Mini Série,Z,A,B,Catastrophe,Version Originale,C,Bestiole,Tous,Vue,Pas Vue,Adresse Séries,Coup de Coeur,Série En Cours,Série Complété,Espion,Antique,Politique,Procès,Super-Héros,Tueur en Série,Vampire,Zombie,Terroriste,Sorcellerie,Asiatique,Érotique,Nouveauté,D,Scientifique,Archéologie,Mon Vote,Commentaires Jules,Société,Religion,Format,Commentaires Gérald,QTP,E,Nouv Com Jules,Nouv Com Gérald,Extraterrestre,Sélection du Jour
La Jeune Fille et la Mer,True Spirit,2023,Picture 5907,E,E,,,X,X,,,,,X,,,,,,,,,,,X,,,6.8,4446,109,​Sarah Spillane,"​Alyla Browne, ​Teagan Croft, ​Cliff Curtis",L:\Des Mains en Or\Des mains en or.mkv,L:\Des Mains en Or\Des mains en or.mkv,O,,,,,,,10322,,,,,,,,,,,,,,,,,L1,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Two Sinners and a Mule,Two Sinners and a Mule,2023,Picture 6021,E,E,,,,,,,,,,,,,,,,,,,,,,X,5.0,87,97,​Raliegh Wilson,"​Cam Gigandet, ​Chantelle Albers, ​Hannah James",K:\Two Sinners and a Mule\Two.Sinners.and.a.Mule.mkv,K:\Two Sinners and a Mule\Two.Sinners.and.a.Mule.mkv,X,,,,,,,10436,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Unseen,Unseen,2023,Picture 5939,E,E,,,,,,,,,,,,,X,,,,,,,,X,,5.6,304,76,​Yoko Okumura,"​Midori Francis, ​Jolene Purdy, ​Michael Patrick Lane",L:\Unseen\Unseen.mkv,L:\Unseen\Unseen.mkv,X,,,,,,,10354,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
We Have a Ghost,We Have a Ghost,2023,Picture 5931,E,E,,,,,,X,,,X,X,,,,,,,,,,,,,6.1,22000,126,​Christopher Landon,"​Jahi Di'Allo Winston, ​David Harbour, ​Anthony Mackie",K:\We Have a Ghost\We.Have.A.Ghost.mkv,K:\We Have a Ghost\We.Have.A.Ghost.mkv,X,,,,,,,10346,,,,,,,,,,,,,,,,,L2,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Davantage un drame avec quelques scènes assez amusantes qui m'om bien fait rire.,,,,,,X,,,,
1899,1899,2022,Picture 5764,E,E,,,,,,,,,X,,,,X,,,,,X,,,,,7.8,37557,60,"​Baran bo Odar, ​Jantje Friese","​Emily Beecham, ​Aneurin Barnard, ​Andreas Pietschmann",,,X,,,,,,C,10180,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,34,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
À la Recherche de la Planète 9,À la Recherche de la Planète 9,2022,Picture 5836,E,,,,,,,,,X,,,,,,,,,,,,,,,7.0,2,55,Florence Tran,"Chadwick Trujillo, Michael E. Brown, Konstantin Batygin",K:\À la Recherche de la Planète 9\A.La.Recherche.De.Planete.9.mkv,,X,,,,,,,10251,,,,,,,,,,,,,,,,,L3,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,X,,J,Très bon documentaire. Instructif avec de belles animations.,,,,,,X,X,,,
Le Pire Voisin au Monde,A Man Called Otto,2022,Picture 5933,E,E,,,,,,X,,,X,,,,,,,,,,,,,,7.4,48000,126,​Marc Forster,"​Tom Hanks, ​Mariana Treviño, ​Rachel Keller",L:\Le Pire Voisin au Monde\A.Man.Called.Otto.mkv,L:\Le Pire Voisin au Monde\A.Man.Called.Otto.mkv,O,,,,,,,10348,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Un Homme d'Action,A Man of Action,2022,Picture 5803,E,E,,,,X,,,X,,X,,,,,,,,,,,,,,6.4,1317,111,​Javier Ruiz Caldera,"​Juan José Ballesta, ​Luis Callejo, ​Liah O'Prey",K:\Un Homme d'Action\A.Man.of.Action.mkv,K:\Un Homme d'Action\A.Man.of.Action.mkv,X,,,,,,,10218,,,,,,,,,,,,,,,,,Sel,,X,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Perdus dans l'Arctique,Against the Ice,2022,Picture 5423,E,,,,X,,,,,,X,,,X,,,,,,,,,,,6.5,12492,102,​Peter Flinth,"​Nikolaj Coster-Waldau, ​Joe Cole, ​Heida Reed",E:\Perdus dans l'Arctique\Perdus dans l'Arctique.mkv,,N,,,,,,,9839,,,,,,,,,,,,,,,,,L3,,X,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Bon film d'aventure. Il fallait avoir un courage incroyable à cette époque pour s'aventurer dans des territoires hostiles.,,,,Bien d'accord Jules. Il faut aussi un courage incroyable aux explorateurs d'aujourd'hui qui se tourne vers les autres planètes.,,X,,,,
All of Us Are Dead,All of Us Are Dead,2022,Picture 5371,D,D,X,,,,,,,,X,,,,X,,,,,X,,,X,,7.6,25773,60,"J.Q. Lee, Kim Nam-Soo ","​Ji-hu Park, ​Chan-Young Yoon, ​Yi-Hyun Cho",,,N,,,,,,P,9787,,,,,,,,,,,,,,,,,L3,,,,,,,,Coréen,,,X,X,,44,,X,,,,,,,,,X,,,X,,,X,,,R,"Positifs: En ce qui concerne les zombies, ils l'ont l'affaire les coréens. Le top du top. Supérieur aux zombies de la série The Walking Dead. Négatifs: Ça traine en longueur. Six épisodes auraient été bien suffisantes pour cette série. De plus, manque de crédibilité et trop de scènes mélodramatique dans les 5-6 derniers épisodes. Pas plus que 6.7",,,,,,,,,,
"A l'Ouest, Rien de Nouveau",All Quiet on the Western Front,2022,Picture 5748,E,E,X,,,,,,,,X,,X,,,,,,,,,,,,7.9,39164,148,​Edward Berger,"​Felix Kammerer, ​Albrecht Schuch, ​Aaron Hilmer","E:\A l'Ouest, Rien de Nouveau\all.quiet.on.the.western.front.mkv","E:\A l'Ouest, Rien de Nouveau\all.quiet.on.the.western.front.mkv",X,,,,,,,10164,,,,,,,,,,,,,,,,,L1,,X,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Le Couteau par la Lame,All the Old Knives,2022,Picture 5474,E,E,,,,,,,,,X,,,,,,X,,,,,,X,,6.1,4823,101,​Janus Metz,"​Goksin Erdemli, ​Kasia Madera, ​Chris Pine",K:\Le Couteau par la Lame\All.The.Old.Knives.mkv,K:\Le Couteau par la Lame\All.The.Old.Knives.mkv,O,,,,,,,9890,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"Pas tout compris, peut-être pcq je n'ai pas vu les autres.",,X,,,,
Aller Simple,Aller Simple,2022,Picture 5414,E,,,,,,,,,,X,,,,,,X,,,,,,X,,8.0,82,44,Yan Lanouette Turgeon ,"​Luc Picard, ​Caroline Dhavernas, ​Marc Beaupré",,,N,,,,,2022,P,9830,,,,,,,,,,,,,,,,,Sel,,,X,,,,,,,,X,,X,58,,,,,,,,,,,,,,,,,,,,,,,,,"Excellent thriller québécois, Luc Picard génial ! Presque pas de temps morts. Définitivement à revoir.",,X,,,,
Amazonie - Les Civilisations Oubliées,Amazonie - Les Civilisations Oubliées,2022,Picture 5758,E,,,,,,,,,X,,,,,,,,,,,,,,,7.0,2,89,"Marc Jampolsky, Marie Thiry",Anna Flori Kamour,"E:\Amazonie - Les Civilisations Oubliées\Amazonie, les civilisations oubliées de la forêt.mp4",,X,,,,,,,10174,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,
Ambulance,Ambulance,2022,Picture 5500,E,E,X,,,,,,X,,X,,,,,,,,,,,,X,,6.1,31695,136,​Michael Bay,"​Jake Gyllenhaal, ​Yahya Abdul-Mateen II, ​Eiza González",K:\Ambulance\Ambulance.mkv,K:\Ambulance\Ambulance.mkv,O,,,,,,,9916,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Très très bon thriller. Beaucoup d'action. Ce film est en majeure partie une longue poursuite policière qui nous tient en haleine jusqu'à la fin. Je donne 7.0,,,,,,X,,,,
Amsterdam,Amsterdam,2022,Picture 5771,E,E,,,,,,X,,,X,,,X,,,X,,,,,,X,,6.1,25487,134,​David O. Russell,"​Christian Bale, ​Margot Robbie, ​John David Washington",E:\Amsterdam\amsterdam.mkv,E:\Amsterdam\amsterdam.mkv,O,,,,,,,10187,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
À l'Aube de Notre Histoire,Ancient Apocalypse,2022,Picture 5763,E,E,,,,,,,,X,,,,X,,,,,,,,,,,7.6,4062,30,Marc Tiley ,"​Graham Hancock, ​Joe Rogan, ​Danny Hilman Natawidjaja",,,X,,,,,2022,P,10179,,,,,,,,,,,,,,,,,L3,,,X,,,,,Anglais,,,X,X,,65,,,,,,,,,,,,,,,,,,,X,J,Très bons documentaires. Au premier abord les explications de Graham Hancock semblent tout à fait crédibles. Des arguments très bien expliqués avec des données qui semblent appuyer sa théorie. Ce qui aurait été intéressant c'est de connaître quels sont les arguments des archéologues qui réfutent l'existence de cette civilisation perdue.,,,,,,X,X,,,
Andor,Andor,2022,Picture 5765,E,E,X,,X,,,,,,X,,,,,,,,X,X,,,,,8.4,72975,40,​Tony Gilroy,"​Diego Luna, ​Kyle Soller, ​Stellan Skarsgård",,,X,,,,,,C,10181,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,74,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Angry Neighbors,Angry Neighbors,2022,Picture 5895,E,,,,,,,X,,,,,,,,,,,,,,,,,4.9,547,89,​Warren Brock,"​Stockard Channing, ​Bobby Cannavale, ​Ashley Benson",E:\Angry Neighbors\Angry.Neighbors.mkv,,X,,,,,,,10310,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Après la Météorite le Monde des Survivants,Après la Météorite le Monde des Survivants,2022,Picture 6031,E,,,,,,,,,X,,,,X,,,,,,,,,,,7.0,2,89,Thomas Cirotteau,Alexandre Borras,"K:\Après la Météorite le Monde des Survivants\Après la météorite, le monde des survivants.mp4",,X,,,,,,,10446,,,,,,,,,,,,,,,,,L1,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,
Archive 81,Archive 81,2022,Picture 5369,D,D,,,,,,,,,X,,,,X,,X,,X,X,,,X,,7.4,32811,60,​Rebecca Sonnenshine,"​Mamoudou Athie, ​Dina Shihabi, ​Evan Jonigkeit",,,N,,,,,,C,9785,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,88,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Le Temps de l'Armageddon,Armageddon Time,2022,Picture 5945,E,E,,,,,,,,,X,,,,,,,,,,,,,,6.5,11000,114,​James Gray,"​Anne Hathaway, ​Jeremy Strong, ​Banks Repeta",L:\Le Temps de l'Armageddon\Armageddon.Time.mkv,L:\Le Temps de l'Armageddon\Armageddon.Time.mkv,O,,,,,,,10360,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Arsenault & Fils,Arsenault & Fils,2022,Picture 5647,E,,,,,,,,X,,X,,,,,,,,,,,,,,7.1,89,120,​Rafaël Ouellet,"​Guillaume Cyr, ​Pierre-Paul Alain, ​Luc Picard",E:\Arsenault & Fils\Arsenault.Et.Fils.mkv,,N,,,,,,,10063,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Au Revoir le Bonheur,Au Revoir le Bonheur,2022,Picture 5583,E,,,,,,,X,,,X,,,,,,,,,,,,,,6.5,87,107,​Ken Scott,"​François Arnaud, ​Antoine Bertrand, ​Louis Morissette",E:\Au Revoir le Bonheur\Au.Revoir.Le.Bonheur.mkv,,N,,,,,,,9999,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Très très bon. Belle histoire, excellent jeu des acteurs et de très belles images des Îles de la Madelaine.",,X,,X,,
Aurora Teagarden 18 - Un Frisson dans la Nuit,Aurora Teagarden Mystery 18 - Haunted by Murder,2022,Picture 5684,E,,,,,,,,X,,X,,,,,,X,,,,,,,,7.4,501,84,​Martin Wood,"​Candace Cameron Bure, ​Niall Matter, ​Marilu Henner",E:\Aurora Teagarden 18 - Un Frisson dans la Nuit\Aurora.Teagarden.Mysteries.Haunted.By.Murder.mkv,,N,,,,,,,10100,,,,,,,,,,,,,,,,,L3,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Le dernier des téléfilms avec Aurora et tous les membres du club des amateurs de meurtres. Des films que j'ai bien aimé avec de bonnes intrigues et des personnages sympatiques.,,,,,,X,,,,
Autopsie d'une Intelligence Artificielle,Autopsie d'une Intelligence Artificielle,2022,Picture 5733,E,,,,,,,,,X,,,,,,,,,,,,,,,7.0,2,55,​Jean-Christophe Ribot,​Jean-Christophe Ribot,E:\Autopsie d'une Intelligence Artificielle\Autopsie d'une Intelligence artificielle - ARTE.2022.WEB.DL.720P.mkv,,X,,,,,,,10149,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,
Avatar 2 - La Voie de l'Eau,Avatar 2 - The Way of Water,2022,Picture 5963,E,E,X,,X,,,,,,,X,,,,,,,X,,,,,,7.7,356000,192,​James Cameron,"​Sam Worthington, ​Zoe Saldana, ​Sigourney Weaver",L:\Avatar 2 - La Voie de l'Eau\Avatar.The.Way.of.Water.mkv,L:\Avatar 2 - La Voie de l'Eau\Avatar.The.Way.of.Water.mkv,X,,,,,,,10379,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Tout aussi bon que le film précédent. On ne s'ennuie pas malgré la durée du film.,,,,,,X,,,X,
Babylon,Babylon,2022,Picture 5904,E,E,,,,,,X,,,X,,,X,,,,,,,,,,,7.3,72251,189,​Damien Chazelle,"​Brad Pitt, ​Margot Robbie, ​Jean Smart",E:\Babylon\Babylon.mkv,E:\Babylon\Babylon.mkv,O,,,,,,,10319,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Bandit,Bandit,2022,Picture 5846,E,E,,,,,,,X,,X,,,,,,,,,,,,X,,6.3,5752,126,​Allan Ungar,"​Josh Duhamel, ​Elisha Cuthbert, ​Nestor Carbonell",E:\Bandit\Bandit.mkv,E:\Bandit\Bandit.mkv,O,,,,,,,10261,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Barbare,Barbarian,2022,Picture 5742,E,E,,,,,,,,,X,,,,X,,X,,,,,,X,,7.1,64879,102,​Zach Cregger,"​Georgina Campbell, ​Bill Skarsgård, ​Justin Long",E:\Barbare\barbarian.mkv,E:\Barbare\barbarian.mkv,X,,,,,,,10158,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,"Très bon thriller. Excellent scénario. Horreur léger, plus intense les dernières 30 minutes.",,,,"Vraiment bon horreur-suspense. Pas trop réaliste, mais assez stressant pour que je baisse le son :-)",,X,X,X,,
Battle for Saipan,Battle for Saipan,2022,Picture 5886,E,E,X,,,,,,,,,,X,X,,,,,,,,,,,5.8,310,94,​Brandon Slagle,"​Casper Van Dien, ​Louis Mandylor, ​Jeff Fahey",L:\Battle for Saipan\Battle.for.Saipan.mkv,L:\Battle for Saipan\Battle.for.Saipan.mkv,O,,,,,,,10301,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
La Bête,Beast,2022,Picture 5664,E,E,,,X,,,,,,X,,,,,,,,,,,,X,,5.6,16092,93,​Baltasar Kormákur,"​Liyabuya Gongo, ​Martin Munro, ​Daniel Hadebe",E:\La Bête\Beast.mkv,E:\La Bête\Beast.mkv,N,,,,,,,10080,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,X,X,X,,,,,,,,,,,,,,,,,,,,,,J,Thriller d'aventure intéressant.,,,,,,X,,,,
Bed Rest,Bed Rest,2022,Picture 5955,E,E,,,,,,,,,X,,,,X,,X,,,,,,X,,5.1,1200,90,​Lori Evans Taylor,"​Melissa Barrera, ​Guy Burnet, ​Edie Inksetter",L:\Bed Rest\Bed.Rest.mkv,L:\Bed Rest\Bed.Rest.mkv,X,,,,,,,10370,,,,,,,,,,,,,,,,,L2,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Histoire intéressante. Davantage un thriller avec un peu d'horreur dans les derniers 15 minutes.,,,,,,X,,,,
BigBug,BigBug,2022,Picture 5396,D,,,,,,,X,,,,,,,,,,,X,,,,,,5.5,2640,111,​Jean-Pierre Jeunet,"​Isabelle Nanty, ​Elsa Zylberstein, ​Claude Perron",N:\BigBug\Bigbug.mkv,,N,,,,,,,9813,,,,,,,,,,,,,,,,,L2,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,X,,,R,Trop bizarre ce film. De plus le gros accent français ça n'arrange rien. ,,,,,,,,,,
Black Adam,Black Adam,2022,Picture 5787,E,E,X,,X,,,,,,,X,,,,,,,X,,,,,,6.8,141212,125,​Jaume Collet-Serra,"​Dwayne Johnson, ​Aldis Hodge, ​Pierce Brosnan",K:\Black Adam\Black.Adam.mkv,K:\Black Adam\Black.Adam.mkv,O,,,,,,,10203,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,X,,,,,,,,,,,,J,Très bon. Beaucoup d'action avec d'excellents trucages. De la bonne grosse science-fiction.,,,,,,X,X,,,
L'Oiseau Noir,Black Bird,2022,Picture 5594,E,E,,,,,,,X,,X,,,,,,X,,,,,,X,,8.3,17916,58,​Dennis Lehane,"​Taron Egerton, ​Paul Walter Hauser, ​Greg Kinnear",,,N,,,,,2022,C,10010,,,,,,,,,,,,,,,,,Sel,,,X,,,,,Anglais,,,X,,X,98,,,,,,,,,X,,,,,,,,,,,,,,,,"Très bon, très fucké le gars. Un peu long cependant. Les deux premiers et le dernier épisodes sont excellents. La série est sortie en 2022, et Ray Liotta est mort le 26 mai 2022. On a du mal à le reconnaitre tellement il est vieux. ",,X,,X,,
Black Crab,Black Crab,2022,Picture 5445,E,E,X,,X,,,,,,X,,X,,,,,,,,,,X,,5.7,4661,114,​Adam Berg,"​Noomi Rapace, ​Aliette Opheim, ​David Dencik",E:\Black Crab\Black.Crab.mkv,E:\Black Crab\Black.Crab.mkv,N,,,,,,,9861,,,,,,,,,,,,,,,,,Sel,,X,,,,,,Suédois,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Original de parcourrir des distances en patin. J'aime bien Noomi Rapace, mais ce film n'est pas à revoir.",,X,,,,
Black Site,Black Site,2022,Picture 5759,E,E,X,,,,,,,,,,,,,,,,,,,,X,,4.3,1998,93,​Sophia Banks,"​Jason Clarke, ​Michelle Monaghan, ​Jai Courtney",E:\Black Site\Black.Site.mkv,E:\Black Site\Black.Site.mkv,X,,,,,,,10175,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Blacklight,Blacklight,2022,Picture 5426,E,E,X,,,,,,,,X,,,,,,,,,,,,X,,4.7,7088,104,​Mark Williams,"​Liam Neeson, ​Aidan Quinn, ​Taylor John Smith",E:\Blacklight\Blacklight.mkv,E:\Blacklight\Blacklight.mkv,O,,,,,,,9842,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Très bon film d'action. Liam Neeson est comme à son habitude excellent. Je donne 6.4,,,,"J'ai bien aimé cette série de films, excellents suspenses. J'adore Noomi Rapace.",,X,,,,
47 Ronin - Le Sabre de la Vengeance,Blade of the 47 Ronin,2022,Picture 5892,E,E,X,,X,,,,,,X,X,,,,,,,,,,,,,4.7,1174,107,​Ron Yuan,"​Anna Akana, ​Mark Dacascos, ​Teresa Ting",L:\Blade of the 47 Ronin\Blade.of.the.47.Ronin.mkv,L:\Blade of the 47 Ronin\Blade.of.the.47.Ronin.mkv,X,,,,,,,10307,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Les Aliens ou Nous,Blasted,2022,Picture 5584,E,E,X,,,,,X,,,,,,,,,,,X,,,,,,4.8,960,114,​Martin Sofiedal,"​Axel Bøyum, ​Fredrik Skogsrud, ​Ingrid Bolsø Berdal",E:\Les Aliens ou Nous\Blasted.mkv,E:\Les Aliens ou Nous\Blasted.mkv,N,,,,,,,10000,,,,,,,,,,,,,,,,,Sel,,X,,,,,,Néerlandais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,
Blonde,Blonde,2022,Picture 5699,E,E,,,,X,,,,,X,,,,,,,,,,,,,,5.5,41295,167,​Andrew Dominik,"​Ana de Armas, ​Lily Fisher, ​Julianne Nicholson",K:\Blonde\Blonde.mkv,K:\Blonde\Blonde.mkv,X,,,,,,,10115,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Bodies Bodies Bodies,Bodies Bodies Bodies,2022,Picture 5921,E,E,,,,,,X,,,,,,,X,,,,,,,,X,,6.3,40499,94,​Halina Reijn,"​Amandla Stenberg, ​Maria Bakalova, ​Rachel Sennott",L:\Bodies Bodies Bodies\Bodies.Bodies.Bodies.mkv,L:\Bodies Bodies Bodies\Bodies.Bodies.Bodies.mkv,X,,,,,,,10336,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Bones and All,Bones and All,2022,Picture 5823,E,E,,,,,,,,,X,,,,X,,,X,,,,,,,7.1,17330,131,​Luca Guadagnino,"​Timothée Chalamet, ​Taylor Russell, ​Mark Rylance",K:\Bones and All\Bones.and.All.mkv,K:\Bones and All\Bones.and.All.mkv,X,,,,,,,10238,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Bouddhisme - La Loi du Silence,Bouddhisme - La Loi du Silence,2022,Picture 5667,E,,,,,,,,,X,,,,,,,,,,,,,,,7.0,2,89,"Elodie Emery, Wandrille Lanos",Ricardo Mendes,"E:\Bouddhisme - La Loi du Silence\Bouddhisme, la loi du silence.mp4",,N,,,,,,,10083,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,
Brisé,Breaking,2022,Picture 5962,E,E,,,,,,,X,,X,,,,,,,,,,,,X,,6.2,5700,103,​Abi Damaris Corbin,"​John Boyega, ​Nicole Beharie, ​Selenis Leyva",L:\Breaking\Breaking.mkv,L:\Breaking\Breaking.mkv,X,,,,,,,10378,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Brian and Charles,Brian and Charles,2022,Picture 5865,E,E,,,,,,X,,,X,,,,,,,,,,,,,,6.7,4516,90,​Jim Archer,"​David Earl, ​Chris Hayward, ​Louise Brealey",E:\Brian and Charles\Brian.and.Charles.mkv,E:\Brian and Charles\Brian.and.Charles.mkv,X,,,,,,,10280,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Train à Grande Vitesse,Bullet Train,2022,Picture 5687,E,E,X,,,,,X,,,,,,,,,,,,,,,,,7.5,85331,127,​David Leitch,"​Brad Pitt, ​Joey King, ​Aaron Taylor-Johnson",K:\Train à Grande Vitesse\Bullet.Train.mkv,K:\Train à Grande Vitesse\Bullet.Train.mkv,O,,,,,,,10103,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Excellent scénario. Le mélange action et comédie ça donne assez souvent un très bon film. ,,,,"Vraiment bon, full action, humour et effets spéciaux. C'est cool de voir d'excellents acteurs jouer des micro-rôles. Il faut écouter le début du générique pour voir la vraie fin.",,X,X,X,,
Nous Sommes Jane,Call Jane,2022,Picture 5788,E,E,,,,,,,,,X,,,X,,,,,,,,,,,6.1,2045,121,​Phyllis Nagy,"​Elizabeth Banks, ​Sigourney Weaver, ​Chris Messina",K:\Nous Sommes Jane\Call.Jane.mkv,K:\Nous Sommes Jane\Call.Jane.mkv,O,,,,,,,10204,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Caral - La Plus Vieille Cité d'Amérique,Caral - La Plus Vieille Cité d'Amérique,2022,Picture 6015,E,,,,,,,,,X,,,,X,,,,,,,,,,,7.0,2,51,Matthias Fey ,Constantin von Westphalen ,"K:\Caral - La Plus Vieille Cité d'Amérique\Caral, la plus vieille cité d’Amérique.mkv",,X,,,,,,,10430,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,
Causeway,Causeway,2022,Picture 5757,E,E,,,,,,,,,X,,,,,,,,,,,,,,6.6,2663,92,​Lila Neugebauer,"​Jennifer Lawrence, ​Brian Tyree Henry, ​Linda Emond",E:\Causeway\Causeway.mkv,E:\Causeway\Causeway.mkv,O,,,,,,,10173,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Cha Cha Real Smooth,Cha Cha Real Smooth,2022,Picture 5577,E,E,,,,,,X,,,X,,,,,,,,,,,,,,7.4,7734,107,​Cooper Raiff,"​Cooper Raiff, ​Dakota Johnson, ​Evan Assante",K:\Cha Cha Real Smooth\cha.cha.real.smooth.mkv,K:\Cha Cha Real Smooth\cha.cha.real.smooth.mkv,N,,,,,,,9993,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
